"TOPIC","SUBTOPIC","SUBTOPIC_ID","TAXONOMY","TAXONOMY_ID","CLASSIFICATION","CLASSIFICATION_ID","GROUP","GROUP_ID","GROUP_ORDER","SUBGROUP","SUBGROUP_ID","SUBGROUP_ORDER","NESTING_LABEL","NESTING_LABEL_ID","ESTIMATE_TYPE","ESTIMATE_TYPE_ID","TIME_PERIOD","TIME_PERIOD_ID","ESTIMATE","STANDARD_ERROR","ESTIMATE_LCI","ESTIMATE_UCI","FLAG","FOOTNOTE_ID_LIST"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","2005-2008","5",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","2009-2012","6","45.1","1.8",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","2013-2016","7","46.2","1.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","2017-3/2020","8","52.2","2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","1988-1994","1",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","2001-2004","4",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","2005-2008","5",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","2009-2012","6","37.4","2.1",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","2013-2016","7","40.5","1.7",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, crude","2","2017-3/2020","8","47.6","2.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","1988-1994","1",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","2001-2004","4",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","2005-2008","5",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","2009-2012","6",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","2013-2016","7","46.4","1.7",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, age adjusted","1","2017-3/2020","8","52.6","2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","1988-1994","1",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","2001-2004","4",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","2005-2008","5",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","2009-2012","6",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","2013-2016","7","44","2.1",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Asian only, non-Hispanic","4.21","36","Male","20","Percent of population, crude","2","2017-3/2020","8","51","2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","1988-1994","1","61.2","1.3",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","2001-2004","4","61.6","1.8",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","2005-2008","5","57.3","1.8",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","2009-2012","6","58.8","1.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","2013-2016","7","58.3","1.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, age adjusted","1","2017-3/2020","8","57.6","1.9",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","1988-1994","1","56.1","1.4",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","2001-2004","4","57.8","1.9",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","2005-2008","5","54.5","2.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","2009-2012","6","56.7","1.7",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","2013-2016","7","56.9","1.6",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: Black only, non-Hispanic","4.22","37","Male","20","Percent of population, crude","2","2017-3/2020","8","56.8","2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","1988-1994","1","48.1","1.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","2001-2004","4","50","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","2005-2008","5","48.8","1.3",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","2009-2012","6","47.6","1.5",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","2013-2016","7","46.2","1.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, age adjusted","1","2017-3/2020","8","48.4","3.3",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","1988-1994","1","46.7","1.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","2001-2004","4","50.6","1.7",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","2005-2008","5","50.4","1.1",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","2009-2012","6","50.2","1.9",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","2013-2016","7","49.7","1.4",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: White only, non-Hispanic","4.23","38","Male","20","Percent of population, crude","2","2017-3/2020","8","51.9","3",,,,"FN0054,NT0009,SC0004,NT9997"
